MATCHNO,TEAMA,TEAMB,SCOREA,SCOREB,OVA,OVB,RESULT,WIN_BY,DATE,HREF
1,Bengaluru Bulls,Puneri Paltans,30,25,,,Bengaluru Bulls,5 POINTS,01-03-2025,
